14.9345 , 8.14181 , -4.29713 , 5.93595 , 2.52885 , 1.33866 , -0.0950611 , 0.273199 , -0.43136 , 0.324406 , 0.214748 , -0.322288 , 0.825577 , 0.616812 , 1.14743 , -0.292519 , -0.147146 , 0.536588 , -0.0519703 , -0.416257 , 
13.4854 , 6.9463 , -4.47754 , 5.25888 , 2.0794 , 0.714248 , 0.0542669 , -0.0288715 , -0.849476 , -0.417818 , 0.242345 , 0.0232243 , 0.448656 , 0.323995 , 0.173565 , -0.329403 , -0.0633661 , 0.295011 , 0.0378664 , -0.293141 , 
12.0417 , 7.93105 , -3.68679 , 4.26725 , 1.23277 , 1.75584 , 0.596831 , 0.729769 , -0.60831 , -1.16312 , 0.996748 , -0.275297 , 0.641584 , 0.391662 , 0.147362 , 0.46725 , -0.122632 , -0.0807533 , -0.0868601 , -0.354894 , 
13.2092 , 7.43082 , -4.52657 , 3.50028 , 0.414207 , 2.71552 , 0.822857 , 1.2152 , -0.632971 , -1.11593 , 1.51097 , 0.420763 , 0.837316 , 0.404872 , 0.829067 , 0.723769 , 0.114618 , 0.663614 , -0.406647 , -0.448807 , 
12.9861 , 6.01908 , -5.87243 , 3.49424 , 0.674838 , 2.72254 , 0.807252 , 0.990547 , -0.310306 , -1.30448 , 0.436002 , 0.147443 , 0.826441 , 0.0875231 , 0.458992 , 0.602255 , 0.0884298 , 0.282348 , -0.688782 , -0.613291 , 
13.2247 , 6.05477 , -5.97445 , 3.23401 , 1.20597 , 2.60522 , 0.56004 , 0.504324 , -0.413304 , -0.366056 , 0.302625 , -0.22679 , 0.448173 , 0.244918 , 0.601719 , 0.298177 , 0.0541231 , -0.0799691 , -0.728898 , -0.144958 , 
13.6839 , 6.4735 , -5.17832 , 3.71553 , 1.92435 , 2.32916 , -0.390625 , 0.075379 , -0.444067 , 0.231038 , 0.532648 , -0.500774 , -0.10499 , 0.266942 , 0.934098 , 0.436134 , 0.210649 , -0.174087 , -0.827029 , -0.348612 , 
14.4743 , 6.18427 , -4.08569 , 4.87825 , 1.36509 , 1.76802 , -0.23115 , 0.829332 , 0.243422 , 0.701073 , 0.844283 , -0.738103 , -0.432017 , 0.225264 , 0.860367 , 0.739123 , -0.0492295 , -0.29354 , -0.317177 , -0.640248 , 
14.2573 , 7.24255 , -4.66073 , 5.76539 , 2.2178 , 2.61969 , 0.494623 , 0.966325 , 0.136622 , 0.21666 , 1.23978 , -0.318368 , -0.655368 , 0.147104 , 1.00746 , 1.03176 , 0.224918 , -0.527818 , -0.417987 , -0.467294 , 
14.3308 , 7.99362 , -4.51419 , 5.51315 , 2.22878 , 3.05227 , 1.18848 , 0.635783 , -0.17922 , -0.157167 , 1.59424 , 0.342067 , -0.619326 , -0.63799 , 0.591056 , 0.655814 , 0.323126 , -0.609996 , -0.32474 , 0.00122326 , 
